Sample,ZNF609,LOC283267,LOC653324,LOC100132510,LOC389286,LMTK3,LOC728602,LOC100130154,LOC100132728,LOC646821,LOC100128498,GPR68,CABIN1,LOC648740,PRKCA,ZNF148,LOC646949,LOC100130332,DYRK2,TMSB4X,P704P,SPOCK2,LOC653737,LOC400652,KDM1B,LOC730746,IGF2BP3,C14orf11,NPAT,HIPK2,CLEC12B,LOC654074,C1orf71,LOC440525,LOC727848,FCGR1C,TNIK,CCDC82,SNORD13,FAM26F,LOC389342,PIK3AP1,NUDT2,FCGR1B,PRIM2,PIK3CG,RNU4ATAC,LOC649330,LOC649839,MAST3,LOC645351,CARD16,SNORA12,LOC728310,LOC390876,LOC147804,LOC729687,LOC648343,LOC644037,GBP3,LOC729342,NDUFA5,LOC642076,LOC100130289,LOC648733,CTSL1,PKN2,C5orf41,BLNK,LOC647908,UHMK1,FCGR1A,SELPLG,LOC649801,LOC100130624,LOC642567,SNORD62B,LOC441032,LOC644642,D4S234E,LOC100129067,LOC728207,C9orf130,CARD17,LOC648863,DSC2,LOC100132425,PIK3IP1,BCL2A1,PPIB,CD274,LOC100132761,LOC402221,KLRB1,TLR5,RYBP,LOC100131718,CLEC12A,LOC439992,LOC646909,LOC651919,IRS2,IL7R,LOC100128460,VWF,MPL,TRA1P2,LOC100132199,CXorf21,MS4A2,PARP9,TYMP,IFI16,LOC391769,TTRAP,LOC647074,DDX3Y,LOC387934,SIDT2,TARP,JAM3,LOC728744,C14orf82,MIR1974,FCGR2C,MIR574,C11orf75,TNFAIP6,TMEM51,CRIP2,LOC643882,PSG9,C19orf59,LOC643779,LOC652113,GSTM2,LGALS3BP,SDPR,LOC642073,AIM2,USP6,LOC389386,IRF5,LOC648984,PLSCR1,NHLRC4,LOC643007,SERPING1,TMEM106A,NELL2,Condition
GSM1033231,6.662205565,7.289377889,6.774281227,7.863606997,7.064399827,6.550991989,7.4307113545,10.98511337,5.740142896,7.524467224,6.681456742,6.07999548,7.55926151,7.538848338,7.823233471,9.932395756,8.756502918,5.778352248999999,8.0914096855,10.6937349165,9.062892888,11.38957825,11.147435562,7.420585114,6.326669074,8.111958167,7.381870639,8.116459628,7.485818822,6.953712943,5.847005753,8.085896722,10.07563625,7.96070996,6.49133866,7.027745669,7.050886868,6.324153378,9.511005699,10.14517372,12.55527318,9.891428348,6.980679985,7.2904775685,5.993635558,8.919186331,7.293629272,8.14148214,9.747293351,8.920228726,6.774949692,8.656136897333333,9.858194313,6.218868232,6.784520166,9.17157391,8.40792099,9.467714928,8.55206774,7.639294111,7.857383337,7.147882837,9.198891917,8.139496694,6.176788769,6.65334898,8.493138728,10.046881227,7.1106004,6.390571406,6.995478606,7.162902072,7.891964125,8.796199151,8.455865839,9.502641649,6.791994627,6.835838344,8.120754292,7.264214983,7.689323191,7.528799059,8.034168502,5.9531523485,7.304764209,6.998891057,9.007075728,9.901808826,8.816975753,8.292524152,5.081225668,5.9655762575,11.21174308,11.25926221,7.894774994,9.512368396,10.29656057,9.64064191475,6.224284096,9.788023577499999,7.281411924,8.632009903,11.16178709,7.026004651,6.235041226,7.489735928,8.241804832,9.086665083,7.5343481615000005,6.388226097,8.8329639905,7.78994998,10.62269705,6.715489061,9.306841873500002,7.831188619,8.105089723,7.430438236,9.917172656,7.92043007,7.599296852,5.567957894,6.785130702,9.144197172,6.79131863,7.276855255,8.620244791,6.803338967,7.072456791,6.231586909,7.270213831,6.589312138,8.383153191,8.035124729,6.805769098,7.4256788385,5.956134972,10.20370193,9.640870083,7.1850869809999995,7.610335601,6.8155296565,6.9648663299999996,7.686094906,7.409481432,6.900139538,10.00800106,5.5987257765,9.010851578,9.461566268,ASD
GSM1033232,6.685233025,7.089099247,6.701965944,7.910222198,7.011126054,6.565984936,7.509736479499999,10.90297013,5.785731951,7.5819096010000004,6.247772964,5.96119,7.481141936,7.390214043,8.216219605,9.925188627,8.936983507,5.788433804,8.22885817125,10.841552908,8.97359352,11.47762728,11.4096142025,7.70816726,6.184591739,8.168123426,7.82088521,8.195354786,7.523381436,6.980119472,5.729722498,8.263210613,10.19982629,7.828738329,6.6075507745,6.38805211,7.271776296,6.277946123,9.847251986,9.413352405,12.750869005,10.06291444,7.2600237535000005,6.5992429645,5.625390675,8.667844393,7.479045059,7.86207792,10.02338088,9.079510479,6.970704593,8.619152859666666,10.29656057,6.03380919,7.076954895,9.186473033,8.384669841,9.879302575,8.536154171,7.427110877,8.055828174,7.274822877,9.408151328,8.30570502,6.03736324,6.730530424333334,8.534378213,9.966047679999999,7.033956813,6.30076192,7.514436665,6.374504564,8.165775823,8.93747805,8.512200399,9.229548149,7.341527266,7.335645091,8.11091112,7.055161707,7.702515754,7.454005749,8.129539348,6.087620107499999,7.170713341,7.28959985,8.931196374,10.08087619,8.929223071,8.138839363,5.333096275,5.785781633,10.80276467,10.86958631,7.306388318,9.651327013,10.32661155,9.2173464305,6.368749354,9.928753129,6.963050819,8.642215194,11.613213115,6.784917791,5.96678443,7.865696523,7.969073494,9.386958442,7.5341001445,6.35846224,8.881280714999999,8.0034881405,10.48886699,6.533535022,9.1159113705,7.904052819,5.295606095,7.415307695,9.818683125,7.646514797,7.377943578,5.526968601,6.56296129,8.84105031,6.317344463,6.764802637,8.190956381,7.348730925,6.271195499,6.743080214,7.070711355,6.375584624,8.99452134,8.753534165,6.31616792,7.056479807500001,6.366927147,10.04316277,9.331020302,6.8106314645,7.293629272,6.6916638715,5.72008457,7.069979496,7.118960373,6.126232145,10.53547869,5.6472584585,8.922719622,9.809483708,ASD
GSM1033233,6.430505486,7.327279484,7.003819914,8.400000303,7.507776852,6.19741272,7.6501018819999995,11.00016243,5.927575922,7.635815677,6.828491703,5.632830457,8.000019718,7.476289971,7.707857774,9.756740145,8.841465529,5.825571998,7.8703763975,10.9424345175,9.138511513,10.69324256,10.964336196,7.717511917,6.182131322,7.931537075,7.326230402,8.114001656,7.22510557,6.501217446,5.397234386,8.115789066,9.923707184,7.891628131,6.5767110065,7.411867095,6.884763933,6.067172076,9.378415305,10.01314287,12.346829825,9.909777183,7.076702331,7.659525211,6.074217377,8.813426535,7.761834775,8.313788281,9.749404455,8.520615142,6.94281086,8.879250921333334,10.34969132,5.894986266,6.805769098,9.40757995,8.408259126,9.554444959,8.426841796,6.853983466,7.686704481,7.213168217,9.335159497,8.324133085,6.057332108,6.669032562666667,8.690488196,10.26849501,6.976755905,6.197895541,7.47735327,7.311357954,8.082778165,8.615880555,8.3071429825,10.01576676,7.089643632,7.121345008,8.199864398,6.892986539,7.625980477,7.46725528,8.083850576,6.3685334435000005,7.535953454,7.435324362999999,9.073147454,9.758139207,9.551809046,8.120373459,5.259251163,6.0330299795,10.91171211,11.41338912,7.6133923,9.607383709,10.08531366,8.7535565435,6.327013088,9.808126872999999,7.377413351,8.446638798,10.99642111,6.965728578,5.78342996,7.627134481,8.242810949,9.333930797,7.708308897,7.246046547,9.41083851,8.2232812515,10.81592773,7.069071775,9.269341167,8.128820609,7.854980708,7.175872367,9.327888408,7.560668972,7.389746035,5.736844155,6.760638992,11.44929625,7.156224539,6.56636403,8.359966335,7.860776703,6.655841169,5.715905771,7.033956813,7.223282401,8.552670763,8.04262827,6.318381414,8.422025597,6.214565807,10.77289553,9.666757754,7.187401494,7.526143744,6.8681418395,6.543597369,7.648772678,7.645029947,6.689708114,10.21171632,6.059927693000001,8.850514905,9.162678161,ASD
GSM1033234,7.002684492,7.357180163,6.301277691,7.494294159,6.085201464,7.033712984,7.9007510110000005,10.9203093,5.522481942,7.670742582,6.635022836,6.803514297,8.172601777,7.341527266,8.087525127,10.14040003,7.443251844,5.8073707635,7.8219618585,10.581427927,8.335990332,11.40759651,10.8465372535,6.596839317,6.152734612,7.669331734,7.561566442,7.412391504,7.408159787,7.921933342,5.277377185,7.837025485,10.81069647,7.398257347,6.349628399,6.21242681,6.756709671,6.136278314,9.519553805,9.34194876,12.697210655,9.678069795,7.970619752999999,6.3671387635,5.554044809,9.169297592,7.545987103,7.66358841,8.520956759,9.275306987,6.720160983,8.042977985,9.920555936,6.501891817,6.719132429,7.958800926,7.84346689,9.210468921,7.892425938000001,6.975063562,7.2783856060000005,6.644628903,8.927282465,7.777196396,5.277360908,6.332893661,7.938807856,9.482887576500001,7.118960373,5.693466804,8.316390736,6.684144996,7.695901478,7.265777055,7.981452117,9.483393101,7.055442271,6.15541449,8.923674803,7.598081764,6.714916449,6.777417525,8.960489495,5.5921811475,6.164747585,6.5132501485,8.776033191,10.42836521,8.17330393,9.014987435,4.909019825,5.3507397875,10.05936311,10.73832143,7.722666656,9.755199617,11.03707143,8.9832577685,5.713783522,8.499263490499999,7.788615509,7.451320603,11.444022395000001,7.730668991,7.842864163,8.822012339,8.648724929,8.284257663,7.5314972175,6.001037682,8.506165660499999,7.715701672,9.702998675,6.474898078,8.5480238005,7.710748848,7.231647422,7.528237461,10.17952918,8.06822691,7.80657285,5.492048038,7.351730954,8.7513803,6.111033509,7.300477862,8.442472564,6.933091611,6.31366369,7.09630591,8.057725711,5.920321798,8.402220214,9.688898825,6.878173273,7.4814793360000005,7.208460079,10.67958317,10.12760582,6.634104235000001,6.469684534,6.7295991829999995,5.7943007645,6.96830508,6.262484918,6.532597058,9.595950846,6.314521227,10.16327214,9.529894363,ASD
GSM1033235,6.516811558,7.080002161,6.698615229,8.26245896,7.473061996,6.208974014,7.7472118575,10.83613535,5.7439839600000004,7.570261654,6.749988707,5.850024272,7.649036153,7.416332334,7.579583918,9.934164168,8.205783238,6.28812954,7.90423834325,10.63595609,9.134711043,11.13190334,10.383640061,6.900813495,6.999102544,8.194627124,7.943943179,7.563249351,7.212921389,6.968057954,5.781279237,8.157992821,9.860647261,8.007320835,7.0754956159999995,8.107794901,6.559043956,6.373300843,9.101273185,10.10541314,11.997576485,10.81338458,6.719996151,8.458623613,5.651232816,8.891083718,7.359818066,7.982517519,9.033728416,8.943603321,6.99426071,9.273334776666667,9.491611729,6.587688072,6.600318927,9.100247037,8.539257778,9.444219515,8.274008547,8.602519497,7.9549712295,7.16940676,9.069899776,7.805702114,6.450606103,7.637672723666666,8.243506803,9.741704035000001,7.28242489,5.968882176,7.867001748,8.231761394,7.854980708,8.268414093,8.2879526985,9.370482427,6.143623565,6.265005953,9.004546742,6.372529493,7.030272404,6.857541394,8.7785186,6.8909344165,7.67563251,7.945874124,8.764313126,10.09274299,9.455062572,8.133254086,5.996515378,6.194108052000001,11.10200721,10.67958317,8.814308476,9.436271734,11.4675636,9.5658224895,5.76584962,8.8278902405,7.525858588,7.475498948,11.437471405,7.90151349,5.597477762,6.671432868,7.982220884,8.375481359,7.856006337,5.892837898,10.520271205,8.875858779,11.38957825,6.810786855,8.967261255499999,7.541865733,7.974296355,7.325962036,11.12691047,7.492679318,7.225359145,6.171158161,7.208460079,10.16714438,6.743927003,7.186586753,9.181445438,7.984137285,7.034195189,5.489514697,7.986461138,7.806857762,9.919649126,8.288149871,6.801042357,7.121585353,8.133893071,9.490969188,9.845059252,7.837169169499999,7.522213326,7.907450351,7.127069148,8.932573014,8.704601637,6.892753368,9.735510302,6.555375428,9.990467415,8.813002994,Control
GSM1033236,7.126796815,7.254246289,6.646301746,7.313448353,6.78296836,6.959439927,7.8469932525,10.9172283,5.975180382,7.854346862,6.855604568,6.402585862,8.041671316,8.188766201,8.28494839,9.863698032,9.377719185,5.9635857665,8.02358691275,10.957068822,8.168795251,11.81316422,11.468683522,7.449034522,6.493736003,8.488858586,7.009280337,7.757946812,7.94518657,7.295601785,5.379618056,8.527487279,10.43395214,7.569962952,6.6418809855,6.271342495,7.007623286,6.830844039,9.790577069,9.799856386,13.04789744,9.925188627,7.435154964500001,5.786811347,5.961722458,9.004546742,7.650504248,8.615053487,10.19982629,9.274679651,7.236010275,8.023491085333333,10.41769936,6.595043191,7.544100743,8.207488655,8.322640455,10.483048,8.9575909095,7.639027445,8.3234748255,7.743124355,9.389373955,8.206844679,5.814336717,6.500048827666666,8.113681016,9.720421789500001,7.578208624,5.601605189,7.928655509,6.209937205,8.1064102,7.920733914,8.9911380465,9.420740083,6.791084851,7.034412152,8.501609949,6.588955713,8.358862594,7.626567615,8.809423987,5.449907083,6.638827423,6.4166879415,9.068230091,10.54354674,8.246766143,8.616318536,4.967776765,5.8817468235,10.11278309,11.24312826,7.560668972,9.516250295,11.45500927,7.62588804775,6.198558768,10.026056242,7.411564383,7.559544692,11.798353405,7.418429991,6.329458874,7.128255296,8.312644942,9.289049511,7.456170787,5.877929127,8.291228731,7.6540709295,10.03898903,6.542830024,8.634452344,9.038465348,8.69534071,7.519993997,10.76865421,7.676211561,7.77165397,5.312210135,7.601209798,9.373476267,5.628861494,7.115189972,8.441805963,6.334101183,6.393067664,7.104811726,8.202055022,5.808484622,8.208183334,9.883305143,6.19358861,7.495144749,7.025006388,10.21657259,10.24010371,6.4990149195,7.006674361,6.2753868184999995,5.9115814625,6.71011354,6.25677505,6.684804044,10.60367364,5.624933769,9.925939471,9.54768374,ASD
GSM1033237,6.885007129,7.219293841,7.109609556,7.948080412,7.094584816,6.876780586,8.4344919125,10.84249131,5.632500544,7.843735178,7.094073005,6.013737469,8.123740862,7.264473377,7.757656628,10.22725436,8.556521315,6.247268859,7.497285240749999,10.980093741500001,8.282181071,10.57389922,10.75607811,7.049670951,6.606960274,7.684329732,7.580424814,7.430438236,6.965229594,7.770796859,5.402026675,7.882387133,10.07739847,8.019561149,6.6746702995,8.568926516,6.113434488,6.669906311,9.094218399,9.391854458,12.120518754999999,10.7101082,7.9081522205,8.3995706035,5.708376275,9.505823024,8.351080881,8.303837563,8.989166334,9.618770735,7.061942709,9.518098123666666,10.457296,6.795064194,7.628855106,8.093986441,8.016369935,9.880878113,8.202419968,7.631469595,7.2867709750000005,7.293087929,9.250385372,8.226768048,6.347297837,7.075156989333333,8.05085345,9.643003326,6.619845911,5.654469499,7.584119008,8.966288726,8.741038581,7.488105583,8.2864348605,10.49803191,6.784728955,6.209281744,10.08432836,6.243383407,7.15721167,7.241976655,9.308044136,6.310166749,7.106037531,6.9506034329999995,9.322414839,9.304595131,10.272055719999999,8.273767,5.405105795,5.90378366,10.11459454,10.7783375,9.226764947,9.836726895,11.31774945,7.73637189425,5.708121423,9.048068394000001,8.433358321,7.920733914,10.658579765,8.847731931,6.945302932,7.632672824,7.669866841,8.717045037,8.078397775,6.024871045,9.719343391999999,8.867036242000001,10.52024793,7.540583249,8.961028006500001,8.216594873,8.154450569,7.484718904,9.325494114,6.736325133,7.867877511,7.204792572,7.42596897,9.555172624,6.853326474,6.654834643,9.01746375,8.0194455475,7.214412957,7.124588268,8.564166149,7.591033319,11.77554797,9.143662352,5.293311702,7.8806248375,6.863881414,10.24689004,9.969812528,7.727941826,7.359570502,6.853587237499999,7.775887136,8.266496178,7.491589803,5.899159616,10.02523278,6.4690367855,9.992878563,8.72800436,ASD
GSM1033238,6.900139538,7.297420689,6.671791414,8.259012968,6.651522347,6.873565355,7.910017679500001,10.49579401,5.673326701,7.435817217,6.847245107,6.225120943,8.306468913,7.280859413,7.952058388,10.34969132,8.324133085,5.920827751,7.65662081475,10.795766269,8.555032971,10.98831414,10.867653685,6.940715631,6.387727379,7.664488953,7.417912818,7.694718411,7.277331117,7.577364422,5.26419414,7.55926151,10.10449022,7.726481378,6.426113338,8.169839195,6.19229508,6.587317008,9.256042918,9.281391263,12.033747177999999,10.28313337,7.905707984499999,8.1754833145,5.501555187,9.140796035,8.722884259,8.020217516,9.442396954,9.467084512,6.747813561,9.495327886,10.74490063,6.46730169,7.29412934,8.436832,7.58846603,9.693068996,8.026666608,7.321795306,7.3439344325,7.010631768,9.165410361,8.132224605,6.026392581,6.8078317193333335,8.292891863,9.8713228465,6.497636797,5.676055431,7.458048379,8.682864836,8.351490466,7.737396595,7.9878259620000005,10.01407266,7.689032478,6.137008934,9.283258471,6.685233025,6.953446713,7.194964317,8.707221172,6.249884122999999,6.72116617,7.2795037805,8.876254876,9.752953497,9.879302575,7.978897509,5.532275828,5.820228191,10.27388201,10.88098095,9.202640198,9.801364333,10.74088436,7.7432410452500005,5.941413862,9.2232606925,7.377673338,7.870021424,11.034712875,8.31157968,6.70216191,7.905278031,7.625378542,8.824745095,8.0533976075000009,6.117404848,10.056380065,8.550236184500001,10.84379665,7.130847944,9.1900255955,7.97922288,7.874607007,7.225359145,8.935512172,7.080678871,7.896010591,6.943269926,7.153948363,9.717409162,7.026524179,6.377765929,8.846293525,8.3669832755,6.886902085,7.214412957,7.90658059,7.512553632,10.93185413,8.647124866,5.427833249,7.7913821865,6.919759185,10.46620035,9.640115389,7.831530595,7.379270469,6.821930311499999,7.425514395,8.307413863,7.6369916,6.028342098,10.15387342,6.2830066235,9.526374994,9.20208582,ASD
GSM1033239,6.762616714,7.474695557,6.697945033,7.656879954,6.650720945,6.573907357,7.1848311365,10.80537664,5.841461858,7.444880888,6.380079401,6.293264388,7.934964711,7.578208624,8.136164744,9.85185341,8.857207658,5.499129085,8.1945499495,10.766676328,8.745848569,11.43298373,11.140995634500001,7.649918553,6.466582367,7.714845139,7.126567206,7.999379007,7.609248032,7.357456465,5.41290468,7.934055209,10.3396129,7.752847709,6.4430885875,6.753510399,7.170440498,6.526001699,9.626343999,9.97315376,12.537764110000001,9.854254696,7.699372521500001,7.001238738,5.690827165,8.828584481,7.448782217,7.996708218,10.11821526,8.908194684,6.929275227,8.365298534999999,10.15575087,5.840884865,7.083190982,8.943603321,8.368954547,10.06291444,8.418743765,7.66820176,8.0057012495,7.343333645,9.518309003,8.401503823,6.134671864,6.4007523866666665,8.644729944,10.410781095,6.947122276,6.286139002,7.440833565,6.730614474,7.198438557,8.600059033,8.1710148955,9.141370084,7.396586048,7.214723212,7.898190746,7.629752176,7.784823579,7.272023287,7.876094409,5.949287927,7.366206788,6.6242208730000005,9.433486743,10.18710067,8.774196826,7.950507612,5.104444236,5.529927671499999,10.44729214,11.70774397,7.306633356,9.655663968,9.94819062,7.82327723325,6.391452965,9.90151827,7.070969277,8.778882905,11.399375585,6.456291419,5.992402041,7.478496399,7.872746197,9.70791862,7.5201401235,7.28628998,8.831301688,7.5499076875,10.60477871,6.565229132,9.195758074499999,7.775952501,7.913784207,7.407618758,9.273516122,8.651057271,7.404948775,5.701487876,6.567987885,9.463362274,5.98154282,7.056625174,8.487666329,6.704893544,6.2402611630000004,6.849654724,6.768791666,6.538597968,7.733632015,8.491609679,6.431019157,7.5155079795,6.524181495,10.56310792,9.599399707,6.9233416465,7.413471511,6.6317479084999995,5.8752979624999995,7.604178148,6.944138035,6.262168612,10.64923317,5.753765475,8.573725202,9.949037833,ASD
GSM1033240,6.740047358,7.168950476,7.181278385,8.351490466,7.665884771,6.417784305,7.73634133,11.27581959,5.861559888,7.790617409,7.020444241,6.164598703,7.751994534,8.255756729,7.798166109,9.238963365,9.52360774,6.445163924,7.7887573375,10.9412190635,9.192593476,11.23751063,11.5502640035,8.120373459,6.868160777,8.243833013,7.169163932,8.079765593,7.099713368,6.998167265,5.472307435,8.578918302,9.776190769,7.813722154,6.7475899215,7.253519631,6.482254785,6.467103459,9.325494114,10.15001566,12.96531086,10.29464212,7.4688504235,7.419548171500001,6.691218618,8.751788063,6.58308713,8.423413403,10.51224398,8.903939326,7.521667152,8.705162900333333,9.697277207,6.424016284,7.527714771,9.196070542,8.983572463,10.37030783,9.0763575995,8.144872918,8.274773726,7.493736589,9.458907607,8.452919899,6.220825709,6.860772375333333,7.97922288,9.5629452095,7.145492652,6.281555461,6.42384505,7.260616085,7.06170785,8.781497231,8.963142491500001,9.807946176,6.654220273,6.973801856,8.424838721,7.037830047,8.164128274,7.999379007,8.448568458,5.9997346805,7.680044288,7.168014587,9.462119322,9.810198251,8.762000688,8.846769193,5.178991818,6.644732082499999,10.84379665,11.77809086,7.805989486,8.921724855,10.73832143,8.1390547715,6.102672013,10.328982975,7.342547504,8.208526712,10.669378975,7.052296124,6.537458156,7.348069821,8.649510731,9.582949333,7.082103935499999,6.466769358,8.9951499025,8.062350276,10.54354674,7.170440498,8.931214595,8.339090838,8.341318519,7.774706095,10.17189655,8.196402152,7.675067928,5.42753795,6.561223413,10.22231357,6.531613873,6.532597058,8.903024982,7.05649037,6.212133671,6.215259041,7.518046858,6.564806518,8.517103039,8.66651386,6.444670016,7.973105347000001,6.056249961,10.45491744,9.529894363,7.0015306945,7.220264991,7.2410938665,6.727941304,7.097301686,7.553663392,6.931142693,10.87106745,6.013466384,9.120476529,9.170429981,ASD
GSM1033241,6.511617174,7.269951094,6.884658162,8.028364935,7.03222087,6.509908224,7.5161101624999995,10.95136711,5.909885562,7.642556729,6.838060414,6.273166304,7.833999251,7.582175975,7.716878321,9.78827673,8.874426439,5.7688553225,8.10882402625,10.659037397999999,9.010851578,11.37412106,11.363518831499999,7.578746591,6.663612148,8.029262439,7.386013495,7.865060681,7.550990562,6.88950488,5.489729591,8.122450015,9.988622293,7.497435367,6.6698263475,7.234992012,6.959199897,6.497636797,10.20069397,9.94002589,12.871489725,10.09739721,7.400889395,7.4931633170000005,5.885160473,8.745391556,7.707857774,8.264663764,10.00614481,8.984067811,6.915962954,8.586392189,10.18246432,6.142419213,6.945530901,9.021013165,8.525870914,9.696582081,8.7000891295,8.037069984,8.063513049,7.18972095,9.280805158,8.327090716,6.127884776,6.799411738,8.447833016,10.0387802875,6.991646938,6.256466119,7.187072016,7.145256741,7.872746197,8.559260986,8.347763207,9.332760377,6.860950077,6.937906442,8.195703519,6.887311249,7.711661247,7.513913335,8.159462767,5.988821923,7.25281657,7.238273202,8.936540286,9.728016152,8.708639306,8.317726418,5.184437735,5.9275234195,10.66900311,11.74323355,7.793976284,9.503964803,10.18062367,8.25306091725,6.424918677,9.7766213335,7.199465473,8.17330393,10.99003415,6.583481253,6.462700782,7.60668965,8.466741034,9.296302669,7.311896233000001,6.293773053,9.075631134999998,8.1197203025,10.56648512,6.732852539,8.8346797635,7.789428358,8.019561149,7.595273471,10.09274299,8.187368504,7.803553908,5.669616597,6.645049225,9.539299864,6.22383008,6.642167867,8.705061884,7.174728432,6.237318343,6.324349044,7.036311769,6.659933538,8.574935194,8.263563769,6.535472486,7.829091640500001,6.113007723,10.66388784,9.391854458,7.071866269999999,7.294792063,7.0296988835,6.5867040835,7.315746412,7.479315352,6.89207108,10.37883268,6.102775947,8.796629943,9.308044136,ASD
GSM1033242,6.434682601,7.238066792,7.413185492,7.930251886,7.224314911,6.564193345,7.7281397775,11.31001845,6.223176293,7.86207792,6.730614474,5.920832829,7.559544692,8.23747999,8.065234,9.283852984,9.912239323,6.307195303,7.81392567625,10.77703592,9.064917897,11.49574734,11.4463424185,8.177346821,6.334739829,8.273767,7.576489056,8.394982969,7.169677492,6.703853774,5.530082214,8.724243942,9.68174796,7.651905341,6.631597671,7.190463537,6.811972509,6.405456157,9.213233182,10.32770213,12.681024015,10.15575087,7.6513492124999996,7.5283121315,6.385590725,8.265007496,6.723434512,8.462259058,10.94252793,8.455205445,7.237024905,8.461013609666667,9.695830915,6.003389185,7.469300911,9.291455843,8.882664657,10.49803191,9.09744819,7.513648029,8.3476571805,7.440078992,9.484776122,8.723310278,6.051220389,7.056188225333333,7.902867212,9.3664573095,7.520516049,6.536428071,6.362296752,7.210985227,6.695175954,8.798974872,8.9403276095,9.930775205,6.58749831,7.17685406,8.016040512,6.284349027,8.446638798,8.101127641,8.188448126,6.033635654,7.878789204,6.992969175000001,9.849641922,10.10449022,8.672089613,9.456418318,5.302562671,6.4914012415,10.52827847,11.04955731,7.15140571,8.636945366,10.08795687,9.4186629865,6.119733282,10.834021660000001,6.948990632,7.812209641,11.005091395000001,6.749988707,5.729348213,7.757059156,8.747535568,9.929947586,7.1021770244999995,6.430505486,9.212365657500001,7.406598589,10.56887799,6.605724804,9.0393168155,8.395383665,8.591738678,7.77165397,10.11459454,7.841600516,7.153452758,5.697305667,6.543991152,8.936540286,6.338688573,7.154745645,8.11508002,7.5333951814999995,6.099194175,6.357982368,7.173872951,6.578242895,8.431447654,9.321278385,7.007403195,7.9335975175,6.468018994,10.0620539,9.842957994,7.1341459515,7.24808493,7.0262688954999994,5.908866915,7.157794533,7.295345373,6.725217797,11.10042001,6.037778622499999,8.794343957,9.081808928,Control
GSM1033243,6.279726582,7.463460488,7.256418743,8.370125562,7.49540791,6.259439668,7.7916679769999995,11.17105415,5.893531192,7.864505605,6.902669387,6.206013608,7.963213161,7.737396595,7.579583918,8.935028176,8.797585525,6.116502657,7.73980755075,10.832839786,9.149091033,10.82542434,10.9225039445,7.638729941,6.462235851,8.091105499,7.533953067,8.042951027,6.826792588,6.874756379,5.264716439,8.073166124,9.236519814,8.121421315,7.195143887,7.07045725,6.739822278,6.316850492,8.649976407,10.13751935,12.22656376,10.35932255,7.371728685999999,7.7027708705,6.251555284,8.383875752,6.562195272,8.350362817,9.777769357,9.134114465,7.115189972,8.970884514333333,9.285009944,6.057332108,6.936813393,9.68174796,9.110475727,10.16815453,8.5641948735,7.2632278,8.150403798,7.062892506,9.237160498,8.303163612,5.849255821,6.764481797999999,8.343657804,9.6531462075,6.824165928,6.400406138,6.654834643,7.328619677,7.166957862,8.820080429,8.5989627825,10.188229,5.766977242,6.596445218,8.560911689,7.35929087,7.669866841,7.313704657,8.235646157,6.2077042415,7.89540434,8.346102987,9.015512111,9.57173379,9.563688732,8.671280545,5.497568778,6.333453164,11.27027014,11.23236219,7.949917084,8.459050008,10.36814165,8.4874264615,5.915964686,9.696983559,7.522829739,8.648724929,10.0801159115,7.409751285,5.786299162,7.657741763,8.023446354,9.161521788,7.121324158,6.566194963,9.092392771,8.100158905,10.49803191,6.97820463,9.1915181625,7.699019338,8.247124513,7.3924056,9.569049807,7.884885749,6.927655245,5.720809606,6.651522347,9.75134843,7.383985909,6.967394656,8.785863305,7.547103938,6.592072326,6.108527166,7.322572595,7.313448353,8.859649111,8.229276708,6.404174614,7.763741893,5.702031086,10.26579508,10.09274299,6.7871888355,7.989192561,6.840186237499999,6.5234484015,7.181012836,7.381343104,6.900582168,10.11630996,5.730782025,8.989671373,9.073147454,ASD
